"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M"
"5001600US1202","Congressional District 2 (116th Congress), Florida","274771","5695","7.3","1.0","4.1","0.7","10.6","0.9","9.8","0.9","13.8","1.0","20.0","1.6","12.6","1.1","12.7","1.2","4.6","0.7","4.3","0.6","54087","1870","72266","2336","35.8","(X)","(X)","(X)","(X)","(X)","179311","6209","3.8","0.9","2.0","0.6","7.7","1.2","7.7","1.0","12.8","1.3","21.0","1.8","15.9","1.5","17.0","1.7","6.5","1.0","5.7","0.9","67231","2949","86312","3317","(X)","(X)","36.3","(X)","(X)","(X)","134041","5421","1.5","0.6","1.1","0.4","4.4","1.0","6.1","1.1","11.1","1.5","21.7","2.1","18.0","1.6","20.3","2.0","8.4","1.3","7.4","1.2","79987","2985","99332","4267","(X)","(X)","(X)","(X)","(X)","(X)","95460","5146","15.4","2.2","8.6","1.6","18.1","2.0","13.2","1.8","16.2","2.0","16.1","2.1","5.3","1.3","4.4","1.0","1.0","0.4","1.6","0.7","30812","2240","42974","3118","(X)","(X)","(X)","(X)","34.0","(X)"
"5001600US1203","Congressional District 3 (116th Congress), Florida","279725","5252","8.0","1.0","3.9","0.7","10.4","1.2","9.6","0.9","13.6","1.2","18.0","1.3","12.1","1.0","14.1","1.2","5.3","0.8","5.0","0.8","56005","2406","75331","2851","35.7","(X)","(X)","(X)","(X)","(X)","178207","5014","4.1","1.0","1.6","0.5","6.8","1.1","8.0","1.3","13.0","1.7","19.5","1.6","14.8","1.5","18.0","1.8","7.4","1.2","6.9","1.1","70832","2416","90438","3698","(X)","(X)","37.9","(X)","(X)","(X)","128129","4917","1.3","0.6","0.9","0.4","4.7","1.3","4.4","1.1","11.3","1.7","19.7","1.9","17.2","2.1","22.1","2.1","9.3","1.5","9.2","1.5","86115","3302","105807","4795","(X)","(X)","(X)","(X)","(X)","(X)","101518","4906","16.0","2.3","8.4","1.7","17.5","2.3","14.4","2.4","15.6","2.5","14.7","2.0","6.3","1.3","4.7","1.2","1.5","0.6","1.0","0.6","30473","1987","42799","2937","(X)","(X)","(X)","(X)","31.1","(X)"
"5001600US1204","Congressional District 4 (116th Congress), Florida","317700","6113","3.5","0.6","2.3","0.5","5.5","0.7","7.3","0.9","11.9","1.2","17.7","1.3","14.3","1.4","18.4","1.3","7.8","0.7","11.2","0.9","77026","2398","104651","2918","37.5","(X)","(X)","(X)","(X)","(X)","209122","6551","2.6","0.9","1.1","0.5","3.3","0.7","5.1","1.0","9.5","1.2","16.8","1.5","15.7","1.7","21.6","1.6","9.3","1.0","14.8","1.3","91518","2007","122563","4049","(X)","(X)","37.6","(X)","(X)","(X)","164542","6411","1.0","0.5","1.1","0.6","2.4","0.8","2.8","0.7","6.8","1.2","15.8","1.6","15.9","2.0","24.5","2.0","11.3","1.2","18.3","1.6","105566","3618","138884","4938","(X)","(X)","(X)","(X)","(X)","(X)","108578","5310","6.3","1.2","4.6","1.2","10.4","1.7","12.7","2.2","16.4","2.1","20.3","2.3","10.3","1.9","11.1","1.8","4.2","1.2","3.7","0.9","49293","3845","66582","3012","(X)","(X)","(X)","(X)","35.6","(X)"
"5001600US1205","Congressional District 5 (116th Congress), Florida","281508","6450","10.8","1.2","5.5","0.8","12.4","1.2","12.0","1.2","14.6","1.3","19.7","1.3","10.5","1.1","9.4","1.0","3.4","0.6","1.6","0.4","43667","2088","57188","2347","49.4","(X)","(X)","(X)","(X)","(X)","158253","5951","6.6","1.4","3.9","0.9","8.9","1.4","11.4","1.4","15.1","1.6","21.9","1.7","13.7","1.8","11.2","1.4","5.0","0.9","2.3","0.6","54516","3184","67247","3280","(X)","(X)","50.5","(X)","(X)","(X)","86215","4848","3.1","1.1","1.4","0.6","3.6","1.1","8.1","1.6","14.4","2.4","22.9","2.4","18.1","2.4","17.0","2.2","7.6","1.4","3.7","1.1","71296","2906","85258","4525","(X)","(X)","(X)","(X)","(X)","(X)","123255","5591","17.4","2.3","7.9","1.5","17.4","1.8","14.5","1.9","14.9","1.7","15.6","2.1","5.5","1.2","5.1","1.4","1.1","0.5","0.7","0.4","30058","1795","41010","2826","(X)","(X)","(X)","(X)","46.2","(X)"
"5001600US1206","Congressional District 6 (116th Congress), Florida","310974","5003","5.3","0.7","4.5","0.7","9.8","0.9","12.0","1.3","13.4","1.2","20.3","1.3","12.8","1.0","13.1","0.9","4.7","0.7","4.1","0.6","55281","1905","73026","2011","44.4","(X)","(X)","(X)","(X)","(X)","200234","5956","3.1","0.7","2.5","0.7","7.1","1.1","9.0","1.4","13.2","1.6","22.0","1.6","14.8","1.2","17.0","1.3","6.1","1.0","5.3","0.9","66685","1776","84625","3006","(X)","(X)","45.5","(X)","(X)","(X)","150787","5338","1.8","0.5","1.2","0.5","4.6","1.0","7.5","1.3","12.4","1.8","21.8","1.9","16.9","1.5","20.4","1.6","7.4","1.3","5.9","1.0","75727","2277","92972","3393","(X)","(X)","(X)","(X)","(X)","(X)","110740","5271","9.6","1.6","8.9","1.7","16.4","2.0","17.3","2.2","15.5","2.1","16.1","2.0","7.2","1.2","5.2","0.9","2.0","0.6","1.8","0.6","33159","2263","48875","3343","(X)","(X)","(X)","(X)","41.3","(X)"
"5001600US1207","Congressional District 7 (116th Congress), Florida","301756","6038","4.9","0.9","3.0","0.6","7.7","0.9","8.4","1.0","13.1","1.2","18.1","1.5","14.1","1.4","15.0","1.3","7.0","0.8","8.8","0.8","66748","2727","92623","3039","34.9","(X)","(X)","(X)","(X)","(X)","192392","5606","3.4","1.0","1.5","0.6","5.6","1.1","8.0","1.2","10.6","1.5","16.6","1.8","16.5","1.7","16.7","1.6","9.1","1.2","12.1","1.1","80283","2719","109328","4221","(X)","(X)","34.7","(X)","(X)","(X)","138549","5174","1.2","0.7","0.5","0.3","3.8","1.0","6.3","1.3","8.4","1.6","15.5","1.9","17.8","2.1","19.3","2.0","11.5","1.6","15.8","1.5","94740","3295","127594","5336","(X)","(X)","(X)","(X)","(X)","(X)","109364","4753","8.3","2.0","6.1","1.6","11.8","1.6","10.2","2.0","18.5","2.0","19.7","2.6","10.4","1.9","9.9","1.7","2.6","0.7","2.5","0.8","45682","2472","59260","2932","(X)","(X)","(X)","(X)","34.0","(X)"
"5001600US1208","Congressional District 8 (116th Congress), Florida","299585","5472","4.4","0.6","3.5","0.7","9.3","1.0","10.0","0.9","15.5","1.4","18.8","1.1","12.8","1.0","14.1","1.1","6.2","0.9","5.6","0.6","58740","2696","80852","2316","39.1","(X)","(X)","(X)","(X)","(X)","183645","6255","2.6","0.9","1.6","0.5","5.4","1.0","7.0","1.1","12.5","1.2","22.1","1.4","14.9","1.3","17.4","1.5","8.7","1.2","7.7","0.9","72983","2426","97005","3327","(X)","(X)","37.5","(X)","(X)","(X)","146612","5937","1.4","0.6","1.2","0.5","4.0","1.0","4.4","1.0","10.6","1.3","21.4","1.5","16.7","1.6","20.3","1.9","10.4","1.5","9.6","1.1","83829","2320","108809","3910","(X)","(X)","(X)","(X)","(X)","(X)","115940","5481","8.5","1.3","6.6","1.4","15.9","1.9","14.0","1.9","21.1","2.6","14.4","2.0","8.3","1.4","7.3","1.5","2.1","0.6","1.9","0.6","38564","1734","52607","2652","(X)","(X)","(X)","(X)","41.0","(X)"
"5001600US1209","Congressional District 9 (116th Congress), Florida","293726","7289","5.1","1.1","4.1","0.7","10.3","1.0","9.5","1.0","16.0","1.4","21.4","1.5","13.0","1.3","12.4","1.3","4.4","0.8","3.7","0.6","54878","2089","70959","2347","44.5","(X)","(X)","(X)","(X)","(X)","204904","7712","3.1","0.8","2.9","0.8","6.4","1.3","9.4","1.4","17.2","1.7","21.5","1.9","15.7","1.6","14.0","1.5","5.2","1.1","4.5","0.9","61432","2000","78891","2985","(X)","(X)","44.6","(X)","(X)","(X)","142141","6174","1.1","0.6","1.7","0.9","5.6","1.7","6.2","1.2","16.2","2.1","21.1","2.3","17.3","1.8","17.8","2.1","7.0","1.5","6.0","1.2","72122","3235","91382","4334","(X)","(X)","(X)","(X)","(X)","(X)","88822","6304","11.7","3.2","7.2","1.4","19.4","2.8","12.2","2.0","14.3","2.3","18.8","2.8","7.0","1.6","5.6","1.6","2.1","1.2","1.7","0.7","34423","4049","47181","2740","(X)","(X)","(X)","(X)","42.2","(X)"
"5001600US1210","Congressional District 10 (116th Congress), Florida","262196","7420","4.9","0.9","3.5","0.8","7.7","1.1","9.4","1.4","14.5","1.4","20.1","1.4","13.9","1.5","12.7","1.2","6.0","0.9","7.2","0.9","61737","1615","89007","3887","33.2","(X)","(X)","(X)","(X)","(X)","177967","6958","3.8","1.3","2.0","0.7","6.2","1.3","8.2","1.3","12.7","1.7","20.4","1.6","15.4","1.7","15.4","1.5","6.8","1.2","9.2","1.2","70543","2328","99619","5169","(X)","(X)","33.3","(X)","(X)","(X)","124836","5991","1.8","0.9","1.3","0.7","3.4","1.0","5.2","1.6","11.0","1.8","20.0","2.2","17.8","2.3","17.8","2.0","9.2","1.6","12.6","1.6","85924","3279","118736","7103","(X)","(X)","(X)","(X)","(X)","(X)","84229","5144","8.7","1.8","7.0","1.9","13.0","2.9","13.3","2.6","16.5","2.8","19.9","2.9","9.8","2.2","6.4","1.7","2.8","1.0","2.6","1.1","40929","2634","60879","6242","(X)","(X)","(X)","(X)","31.6","(X)"
"5001600US1211","Congressional District 11 (116th Congress), Florida","340680","7049","5.5","0.9","4.2","0.6","10.7","1.0","10.8","1.2","15.7","1.2","21.3","1.4","13.2","1.1","11.1","0.9","4.3","0.8","3.2","0.6","52749","1515","68637","2120","34.1","(X)","(X)","(X)","(X)","(X)","227029","7450","3.4","0.9","1.8","0.6","6.5","1.0","10.0","1.4","14.8","1.5","24.2","2.0","15.6","1.5","13.8","1.3","5.8","1.1","4.0","0.8","62360","1444","78228","2498","(X)","(X)","34.1","(X)","(X)","(X)","184326","7008","1.9","0.6","1.0","0.6","4.6","0.9","8.2","1.3","14.0","1.4","25.5","2.2","17.1","1.7","16.1","1.5","6.7","1.2","4.8","0.9","69010","3083","85981","2952","(X)","(X)","(X)","(X)","(X)","(X)","113651","5807","10.9","2.1","9.2","1.4","19.7","2.3","13.4","2.1","16.8","2.0","15.7","2.3","6.9","1.6","4.7","1.3","1.3","0.9","1.4","0.6","32003","2314","46545","4495","(X)","(X)","(X)","(X)","33.2","(X)"
"5001600US1212","Congressional District 12 (116th Congress), Florida","315056","5842","5.6","0.7","4.1","0.7","9.9","0.7","9.4","1.0","14.9","0.9","17.8","1.3","12.9","0.9","14.3","1.1","5.5","0.6","5.4","0.7","56761","1663","77612","2355","32.3","(X)","(X)","(X)","(X)","(X)","206787","5708","3.6","0.7","1.7","0.5","6.2","0.8","7.2","1.0","13.3","1.2","19.1","1.6","15.5","1.3","18.5","1.4","7.6","0.8","7.4","1.0","73012","2843","92667","2995","(X)","(X)","32.8","(X)","(X)","(X)","155396","5389","1.6","0.4","0.8","0.3","4.0","0.7","6.0","0.9","12.0","1.3","18.5","1.6","16.3","1.4","22.2","1.7","9.1","1.0","9.7","1.2","84906","2775","105199","3447","(X)","(X)","(X)","(X)","(X)","(X)","108269","5261","10.9","1.5","8.8","1.5","17.1","1.8","14.4","2.0","17.9","1.8","15.4","2.0","7.4","1.2","5.5","1.1","1.0","0.4","1.5","0.6","33747","2736","46227","3354","(X)","(X)","(X)","(X)","30.2","(X)"
"5001600US1213","Congressional District 13 (116th Congress), Florida","297213","4865","6.2","0.7","4.2","0.6","8.7","0.8","9.9","1.0","14.6","1.1","17.6","1.1","13.7","0.9","13.1","0.9","5.2","0.6","6.8","0.7","56612","1474","83589","2971","37.1","(X)","(X)","(X)","(X)","(X)","158934","4135","2.9","0.6","1.5","0.5","5.3","1.0","7.4","1.2","12.0","1.4","17.3","1.5","17.9","1.3","17.6","1.3","8.1","1.0","10.0","1.1","79988","2509","106623","4519","(X)","(X)","38.9","(X)","(X)","(X)","119405","3601","1.4","0.4","1.0","0.5","3.0","0.7","5.4","1.0","9.4","1.3","16.8","1.8","19.9","1.5","20.4","1.6","10.1","1.3","12.8","1.4","90436","3042","123025","5703","(X)","(X)","(X)","(X)","(X)","(X)","138279","5051","10.2","1.4","7.5","1.1","13.0","1.3","13.3","1.6","17.8","1.8","17.5","1.5","8.8","1.0","7.5","1.1","1.4","0.4","3.0","0.8","39275","1441","55463","2932","(X)","(X)","(X)","(X)","34.8","(X)"
"5001600US1214","Congressional District 14 (116th Congress), Florida","309771","5417","7.7","0.8","3.7","0.6","8.5","0.9","9.1","1.0","12.9","1.2","19.4","1.2","11.0","1.2","13.8","0.9","5.1","0.7","8.9","0.7","60022","2765","87268","2506","34.5","(X)","(X)","(X)","(X)","(X)","180980","5451","4.3","0.8","2.5","0.6","6.2","1.1","8.0","1.3","11.5","1.5","20.1","1.8","11.6","1.4","16.8","1.3","6.9","1.1","12.2","1.0","72117","2466","105501","3763","(X)","(X)","36.6","(X)","(X)","(X)","122581","5294","1.8","0.7","1.0","0.5","3.7","1.1","4.9","1.2","8.0","1.4","20.3","1.9","12.3","1.8","21.1","1.6","9.3","1.5","17.6","1.6","95756","4085","130763","5337","(X)","(X)","(X)","(X)","(X)","(X)","128791","4889","13.4","1.6","6.1","1.3","12.1","1.7","12.0","1.5","14.7","1.9","18.5","1.5","8.9","1.5","8.3","1.3","2.1","0.7","3.9","1.0","40677","2107","57866","3405","(X)","(X)","(X)","(X)","30.4","(X)"
"5001600US1215","Congressional District 15 (116th Congress), Florida","279096","6214","6.2","0.9","3.5","0.7","8.4","0.9","10.3","1.1","14.2","1.3","19.6","1.4","14.1","1.3","14.5","1.2","5.0","0.8","4.2","0.6","57496","2051","74216","2203","39.6","(X)","(X)","(X)","(X)","(X)","181859","5357","3.3","0.7","2.0","0.7","5.5","1.0","8.7","1.3","13.2","1.5","20.0","1.8","16.7","1.6","18.8","1.5","6.6","1.0","5.1","0.6","71066","3246","86358","2438","(X)","(X)","38.9","(X)","(X)","(X)","130730","4945","1.6","0.5","1.2","0.7","3.9","0.9","6.0","1.3","11.2","1.6","19.2","2.0","18.1","2.0","23.4","2.0","8.8","1.4","6.7","0.8","83639","3384","98958","3239","(X)","(X)","(X)","(X)","(X)","(X)","97237","5710","13.1","2.2","6.9","1.6","13.9","1.7","14.5","1.8","17.5","2.2","17.4","2.3","8.5","1.6","4.5","1.2","1.7","0.7","2.0","0.9","36142","2393","47403","3521","(X)","(X)","(X)","(X)","39.3","(X)"
"5001600US1216","Congressional District 16 (116th Congress), Florida","332027","7116","4.3","0.6","2.8","0.5","7.9","0.8","8.3","1.1","12.1","1.1","18.3","1.2","14.9","1.0","16.7","1.3","6.0","0.8","8.6","0.8","68071","2428","94659","2932","37.8","(X)","(X)","(X)","(X)","(X)","213906","6038","2.5","0.6","1.4","0.4","4.5","0.9","7.1","1.2","10.5","1.3","17.5","1.5","17.1","1.5","20.0","1.7","8.3","1.2","11.2","1.1","84203","2811","111802","4089","(X)","(X)","37.2","(X)","(X)","(X)","170532","5253","1.5","0.5","0.8","0.4","3.2","0.8","5.3","1.1","9.6","1.1","16.9","1.5","18.0","1.7","22.0","1.8","9.6","1.3","13.1","1.4","92991","1980","122759","4830","(X)","(X)","(X)","(X)","(X)","(X)","118121","5620","7.9","1.4","5.9","1.1","14.3","1.6","11.6","1.8","15.3","2.0","20.5","2.2","10.1","1.4","9.1","1.5","1.9","0.6","3.6","0.9","43978","2845","60402","3498","(X)","(X)","(X)","(X)","37.2","(X)"
"5001600US1217","Congressional District 17 (116th Congress), Florida","310259","6403","5.1","0.7","4.4","0.7","11.2","1.1","9.6","0.8","16.0","1.2","20.4","1.3","12.0","1.0","13.0","1.1","4.3","0.5","3.9","0.5","53693","1675","72913","2392","40.1","(X)","(X)","(X)","(X)","(X)","202027","5887","3.5","0.7","1.7","0.5","7.1","1.2","8.3","1.1","16.1","1.6","22.3","1.5","14.1","1.3","16.1","1.4","6.1","0.8","4.5","0.7","63786","2102","83983","3191","(X)","(X)","40.1","(X)","(X)","(X)","158003","6235","2.4","0.7","0.8","0.4","4.3","1.0","6.5","1.0","15.2","1.6","23.2","1.8","16.0","1.3","18.8","1.7","7.4","1.0","5.4","0.9","72404","2139","93459","4171","(X)","(X)","(X)","(X)","(X)","(X)","108232","4287","9.1","1.5","9.7","1.6","20.3","2.2","12.6","1.6","15.6","1.7","16.3","2.4","6.6","1.3","6.6","1.3","1.0","0.5","2.2","0.8","33714","2013","49769","3136","(X)","(X)","(X)","(X)","39.5","(X)"
"5001600US1218","Congressional District 18 (116th Congress), Florida","304300","6745","4.4","0.8","3.9","0.7","7.5","0.9","9.3","1.1","11.9","1.3","16.6","1.1","13.3","1.0","17.0","1.2","7.3","0.8","8.9","0.8","68744","2641","100726","3606","37.9","(X)","(X)","(X)","(X)","(X)","193608","6531","2.3","0.7","1.5","0.5","3.7","0.8","8.3","1.4","11.0","1.2","16.5","1.7","14.8","1.4","20.5","1.8","10.1","1.1","11.2","1.2","85099","3978","118855","5258","(X)","(X)","38.3","(X)","(X)","(X)","148295","5542","0.9","0.4","1.3","0.6","2.6","0.6","5.7","1.2","9.1","1.5","15.3","1.8","15.9","1.5","23.8","2.3","11.7","1.4","13.8","1.4","98720","4040","134868","6605","(X)","(X)","(X)","(X)","(X)","(X)","110692","5506","9.1","1.7","8.3","1.6","14.9","2.1","11.8","1.6","13.8","2.4","15.8","1.8","10.4","1.5","9.7","1.6","1.9","0.6","4.2","0.9","41182","2593","65348","4347","(X)","(X)","(X)","(X)","35.5","(X)"
"5001600US1219","Congressional District 19 (116th Congress), Florida","321480","6270","4.6","0.7","3.2","0.5","7.8","0.9","8.2","1.0","11.9","1.0","18.8","1.2","13.5","1.2","15.1","1.1","6.3","0.7","10.6","0.8","67598","2548","105337","4096","33.8","(X)","(X)","(X)","(X)","(X)","208741","6264","2.5","0.7","1.8","0.6","4.7","0.9","6.6","1.1","10.1","1.3","19.7","1.6","15.2","1.5","18.3","1.4","7.3","0.9","13.7","1.1","80467","2186","124083","5155","(X)","(X)","34.2","(X)","(X)","(X)","169588","5917","1.4","0.6","0.9","0.4","3.0","0.6","4.7","0.9","8.3","1.2","19.5","1.8","16.0","1.7","21.0","1.6","8.8","1.1","16.4","1.3","93362","3844","140331","6105","(X)","(X)","(X)","(X)","(X)","(X)","112739","6070","8.9","1.4","6.0","1.3","14.2","2.1","12.7","2.0","16.0","2.0","16.6","1.9","9.1","1.9","7.8","1.3","3.9","0.9","4.7","1.0","42014","2641","67239","4700","(X)","(X)","(X)","(X)","32.2","(X)"
"5001600US1220","Congressional District 20 (116th Congress), Florida","260511","7030","8.1","1.0","5.8","1.0","10.3","1.2","11.0","1.2","15.2","1.6","19.0","1.5","11.9","1.2","11.0","1.2","4.2","0.8","3.3","0.7","49223","2522","65168","2619","42.4","(X)","(X)","(X)","(X)","(X)","169782","5574","5.2","1.0","4.2","1.1","8.8","1.3","11.1","1.6","14.9","2.0","20.2","1.9","13.0","1.8","13.4","1.6","5.4","1.0","4.0","1.1","54758","2421","72085","3346","(X)","(X)","44.4","(X)","(X)","(X)","92499","5128","3.1","1.1","2.7","1.2","5.9","1.5","7.0","1.4","12.1","2.2","20.7","2.7","16.1","3.2","18.4","2.5","8.0","1.8","6.1","1.7","71772","5273","88730","5164","(X)","(X)","(X)","(X)","(X)","(X)","90729","5663","14.6","2.5","10.2","2.1","14.0","2.5","12.3","2.0","18.2","2.6","15.4","2.2","7.4","1.7","5.2","1.6","1.2","0.6","1.5","0.7","33734","3281","45785","3660","(X)","(X)","(X)","(X)","35.0","(X)"
"5001600US1221","Congressional District 21 (116th Congress), Florida","304170","5761","4.6","0.8","4.6","0.7","8.5","1.0","8.4","0.8","12.5","1.1","17.3","1.2","13.0","1.0","14.8","1.1","6.1","0.7","10.2","0.9","65394","1679","97414","3354","42.9","(X)","(X)","(X)","(X)","(X)","188556","5363","2.8","0.8","1.7","0.6","5.1","1.0","7.8","1.1","11.6","1.5","18.5","1.7","14.2","1.4","17.2","1.5","8.3","1.1","12.8","1.2","77967","2635","112080","4297","(X)","(X)","44.0","(X)","(X)","(X)","140623","4975","1.5","0.5","1.4","0.7","3.9","0.9","5.9","1.1","10.6","1.6","17.4","1.9","14.5","1.6","19.2","1.7","10.0","1.4","15.7","1.6","87857","4617","126702","5480","(X)","(X)","(X)","(X)","(X)","(X)","115614","5303","8.1","1.5","9.6","1.4","15.0","2.0","10.2","1.4","14.5","1.8","15.2","1.8","10.4","1.4","9.2","1.4","2.3","0.6","5.5","1.3","41827","2416","69532","7217","(X)","(X)","(X)","(X)","39.3","(X)"
"5001600US1222","Congressional District 22 (116th Congress), Florida","309545","6579","5.3","0.8","3.6","0.7","7.7","0.8","8.0","0.9","11.7","1.1","16.7","1.3","11.6","1.1","15.9","1.1","6.9","0.7","12.5","0.9","69452","3024","105354","3935","36.6","(X)","(X)","(X)","(X)","(X)","176670","4554","2.9","0.8","1.9","0.7","6.1","1.3","5.5","1.0","10.3","1.4","15.5","1.6","12.6","1.4","18.7","1.6","8.9","1.1","17.7","1.4","90302","4707","127907","4916","(X)","(X)","39.1","(X)","(X)","(X)","130930","4828","1.5","0.5","0.9","0.5","3.5","0.9","4.2","0.9","9.0","1.5","13.3","1.7","12.5","1.6","21.1","1.8","11.6","1.5","22.5","1.9","109252","3970","N","N","(X)","(X)","(X)","(X)","(X)","(X)","132875","6286","9.4","1.5","5.8","1.3","11.3","1.8","11.8","1.5","13.7","1.7","17.9","2.2","10.1","1.7","11.0","1.5","3.8","0.9","5.3","1.1","46557","3362","71850","4913","(X)","(X)","(X)","(X)","31.8","(X)"
"5001600US1223","Congressional District 23 (116th Congress), Florida","277260","6865","6.3","0.9","3.2","0.6","7.1","1.0","8.1","1.1","11.8","1.2","16.9","1.5","12.6","1.2","16.0","1.3","8.5","1.0","9.6","1.0","69198","2872","100278","3901","35.5","(X)","(X)","(X)","(X)","(X)","184174","4647","3.4","0.9","1.6","0.5","4.7","0.9","7.2","1.2","10.6","1.5","17.3","1.7","13.5","1.4","18.4","1.7","11.0","1.3","12.4","1.3","84164","4287","118465","5025","(X)","(X)","36.6","(X)","(X)","(X)","130328","4930","2.6","0.9","1.4","0.6","3.4","0.9","5.4","1.3","7.5","1.4","15.2","1.8","13.9","1.6","21.9","2.0","13.1","1.5","15.7","1.7","100769","3353","135481","5955","(X)","(X)","(X)","(X)","(X)","(X)","93086","6128","12.5","2.2","6.5","1.5","12.8","2.3","11.0","2.2","15.2","2.4","16.8","2.4","9.9","1.9","8.9","1.6","2.6","0.9","3.7","1.3","41079","2064","59924","5023","(X)","(X)","(X)","(X)","32.0","(X)"
"5001600US1224","Congressional District 24 (116th Congress), Florida","254252","5942","8.8","1.1","5.7","0.8","11.3","1.0","13.6","1.5","16.1","1.3","19.0","1.5","9.8","1.0","9.0","1.0","3.3","0.7","3.3","0.5","44275","1973","63042","2749","33.5","(X)","(X)","(X)","(X)","(X)","167505","5789","4.1","1.0","4.2","0.9","10.5","1.6","13.9","1.8","17.5","1.6","20.6","1.8","10.7","1.3","10.3","1.3","4.2","1.0","3.9","0.7","49729","2212","71110","3805","(X)","(X)","35.1","(X)","(X)","(X)","92289","4974","1.6","0.7","2.7","1.1","8.1","2.1","11.6","2.5","16.8","2.2","20.5","2.5","12.9","2.3","13.9","2.2","5.9","1.5","6.0","1.2","59456","4517","86556","6270","(X)","(X)","(X)","(X)","(X)","(X)","86747","5901","18.3","2.3","9.5","1.8","15.4","2.3","14.4","2.5","13.6","2.4","14.1","2.0","6.8","1.6","4.7","1.3","1.5","0.7","1.8","0.8","29408","2427","43152","3373","(X)","(X)","(X)","(X)","28.6","(X)"
"5001600US1225","Congressional District 25 (116th Congress), Florida","252220","5894","6.6","1.1","5.7","0.9","9.1","0.9","9.9","1.1","13.2","1.3","17.2","1.5","14.2","1.2","14.4","1.4","5.1","0.8","4.4","0.7","56270","2257","74887","2762","36.7","(X)","(X)","(X)","(X)","(X)","190283","6730","3.6","0.8","3.9","0.9","8.9","1.0","10.3","1.4","13.5","1.5","17.3","1.6","16.3","1.4","15.7","1.8","5.6","0.9","4.9","0.8","63260","3765","80619","3089","(X)","(X)","37.9","(X)","(X)","(X)","130270","7484","1.8","0.6","3.7","1.1","6.0","0.9","9.1","1.5","12.0","1.8","17.4","2.0","17.2","1.9","18.9","2.1","7.4","1.2","6.5","1.2","75011","4137","92046","3884","(X)","(X)","(X)","(X)","(X)","(X)","61937","4554","17.0","3.1","12.3","2.6","14.1","2.4","10.7","2.3","13.0","2.6","13.7","3.0","9.3","2.5","5.8","1.6","1.9","1.0","2.2","1.0","30407","4301","47684","4031","(X)","(X)","(X)","(X)","30.5","(X)"
